date,home,away,elo_home,elo_away,pred_margin,p_home_win,actual_margin,season
2022-12-26,Ospreys,Scarlets,-4.343127020870349,-7.611155991032699,9.26802897016235,0.7445082379497967,20,2022-23
2022-12-26,Munster,Leinster,4.603748444470497,13.793204512949671,-3.189456068479174,0.4105219405688315,-1,2022-23
2022-12-30,Edinburgh,Glasgow,1.1664690679113903,1.0720946653584196,6.094374402552971,0.6672111035203395,-7,2022-23
2022-12-31,Stormers,Lions,6.016089769903589,-2.338156440461388,14.354246210364977,0.8456685414572721,32,2022-23
2022-12-31,Zebre,Benetton,-16.97611795787295,-5.346444663522011,-5.62967329435094,0.3448480154188477,-23,2022-23
2022-12-31,Sharks,Bulls,2.637344359471788,7.28157303253877,1.3557713269330183,0.5383008658682973,27,2022-23
2023-01-01,Cardiff,Ospreys,-1.690277930434818,-3.269929917886584,7.579651987451766,0.7045609451504051,-3,2022-23
2023-01-01,Ulster,Munster,7.99668038772097,4.822694051318415,9.173986336402555,0.7423596861439609,-1,2022-23
2023-01-01,Scarlets,Dragons,-8.684353094016464,-5.796131829094643,3.111778735078179,0.5873344641666801,16,2022-23
2023-01-01,Leinster,Connacht,13.574258906101754,-0.4657924070362362,20.04005131313799,0.9223823464238119,29,2022-23
2023-01-06,Dragons,Bulls,-7.084953955586824,4.717150165232072,-5.802104120818896,0.3403541633437721,-15,2022-23
2023-01-06,Munster,Lions,5.8400926849586705,-3.9027318194248903,15.74282450438356,0.8678985622130662,30,2022-23
